7	1762	5	9.73
4488	174	3	23.18
116	114	44	50.04
101	112	178	15.49
105	399	10	12.3
113	2635	3	11.01
171	329	3	6.79
1867	219	3	18.27
4011	9	3	12.05
1327	5423	3	44.08
1911	167	4	23.82
255	640	3	12.91
4053	3247	4	65.59
103	483	9	7.85
1186	17	3	8.56
552	137	7	29.69
124	118	20	17.44
958	589	6	52.89
750	145	5	20.9
8	17	37	18.47
21	216	3	13.18
267	1312	5	35.71
761	460	3	18.09
126	962	8	37.12
145	114	12	7.38
3798	123	3	15.33
497	435	3	15.22
716	388	6	42.54
8	4955	3	16.01
105	1276	5	8.97
2389	1850	4	48.67
336	194	6	22.12
263	280	3	8.25
104	1621	5	11.67
464	388	3	14.32
431	278	3	11.35
7	663	8	7.3
1642	655	4	36.99
7	746	9	12.36
169	733	4	16.03
174	107	21	18.55
3741	105	3	10.62
101	1197	11	11.86
497	181	3	8.8
390	123	5	8.74
580	108	6	6.98
433	7	31	107.32
293	8	13	17.04
1481	231	3	17.47
558	649	3	17.62
407	373	3	13.26
3292	115	3	13.19
304	9	9	7.63
340	200	3	7.5
3488	104	3	8.4
1069	103	12	39.35
1661	104	5	11.67
112	113	62	78.99
105	4979	3	10.62
255	892	5	30.29
103	115	59	9.46
490	120	4	6.91
102	6220	3	8.85
103	3096	3	7.12
1513	102	7	8.32
8	4011	3	11.66
193	4014	3	23.81
102	1267	8	8.89
1469	222	3	17.03
3966	12	4	7.23
101	4328	4	8.7
153	136	12	28.73
1233	102	8	8.89
5629	282	3	31.5
703	365	3	15.82
216	372	3	9.19
9	12	358	60
2031	181	3	17.29
495	305	3	12.84
127	412	28	180.76
200	948	4	20.38
3251	111	3	12.08
143	104	23	10.74
224	101	35	7.37
1574	301	3	20.47
12	273	34	13.14
720	115	4	7.56
2671	2698	3	38.04
12	13	44	9.39
547	115	6	12.14
105	1923	4	8.43
101	1810	9	19.59
110	104	83	21.06
891	165	5	24.42
258	5069	3	30.95
497	687	4	26.67
256	1982	5	41.03
596	152	5	19.31
6130	115	3	19.77
237	266	6	23.22
136	348	4	7.74
195	259	4	9.44
4085	233	3	30.85
314	258	4	13.97
419	2049	3	24.01
608	127	5	14.25
150	102	47	13.85
105	3388	3	14.94
187	1480	3	15.48
121	2576	3	12.51
5792	102	3	8.85
1395	114	3	6.76
106	188	15	7.46
780	305	3	15.35
221	136	5	7.71
168	2420	4	26.73
114	109	39	8.41
320	116	7	10.08
233	16	8	23.57
1456	1924	3	30.33
6700	104	3	14.78
4596	101	4	8.7
510	1186	3	21.39
262	197	4	9.64
105	1666	4	7.5
111	759	7	18.06
104	1514	4	7.32
1211	266	13	137.04
12	1295	10	7.16
5142	257	3	30.95
121	1052	6	24.07
2451	9	3	7.39
202	203	5	11.88
950	171	3	11.92
435	546	3	15.65
85	13	3	14.14
2361	765	3	28.21
4705	101	4	8.7
769	167	3	10.2
6693	102	3	8.85
216	123	21	74.06
3307	109	3	10.12
255	267	11	58.42
3210	12	4	7.23
