5360	1
3274	2
8605	3
8798	4
1762	5
857	6
5257	7
2271	8
5639	9
3182	10
3310	11
2921	12
49	13
8945	14
2988	15
7514	16
6422	17
3386	18
4325	19
8739	20
513	21
6555	22
8322	23
3056	24
4	25
7036	26
3622	27
2803	28
8047	29
273	30
880	31
8337	32
22	33
318	34
6496	35
4198	36
542	37
8941	38
8630	39
446	40
5386	41
35	42
3787	43
1940	44
8735	45
2494	46
1403	47
3371	48
8287	49
6447	50
1753	51
668	52
5552	53
2259	54
4405	55
6051	56
3389	57
2113	58
552	59
1312	60
6372	61
2812	62
8418	63
7643	64
5591	65
7137	66
1792	67
1912	68
407	69
1692	70
3407	71
5312	72
2144	73
3993	74
8319	75
8661	76
6458	77
468	78
5531	79
5486	80
4682	81
2541	82
1617	83
7911	84
6032	85
2862	86
8808	87
609	88
6082	89
5321	90
5861	91
4846	92
5866	93
8796	94
4247	95
3725	96
429	97
429	98
8721	99
6552	100
5221	101
1805	102
10	103
1342	104
732	105
6269	106
6590	107
468	108
7276	109
6152	110
7848	111
333	112
1294	113
1907	114
4551	115
631	116
2308	117
493	118
2837	119
4874	120
6558	121
2778	122
489	123
4970	124
5933	125
4577	126
8214	127
2808	128
6482	129
3194	130
1554	131
726	132
1230	133
6090	134
2691	135
4023	136
3131	137
1743	138
5784	139
959	140
3170	141
435	142
6188	143
1774	144
4821	145
4585	146
321	147
2945	148
610	149
2985	150
6304	151
1149	152
1657	153
778	154
5721	155
1778	156
5453	157
8089	158
1254	159
1161	160
870	161
2398	162
4167	163
6649	164
968	165
740	166
7632	167
2894	168
3284	169
5206	170
6757	171
366	172
2204	173
1895	174
5755	175
5317	176
6983	177
7009	178
6035	179
1225	180
8019	181
2545	182
665	183
1880	184
1439	185
1785	186
6696	187
59	188
7055	189
8197	190
7091	191
7330	192
5883	193
6726	194
6874	195
917	196
2881	197
155	198
5671	199
3195	200
8690	201
8960	202
4713	203
5902	204
3492	205
1173	206
6226	207
7967	208
734	209
5233	210
6068	211
454	212
4548	213
8565	214
795	215
4893	216
6170	217
7920	218
7030	219
6060	220
1447	221
4069	222
2242	223
6249	224
7726	225
5561	226
679	227
3900	228
6823	229
3107	230
5489	231
5009	232
8779	233
3567	234
5021	235
6311	236
8932	237
7476	238
4707	239
7982	240
8624	241
6735	242
382	243
1945	244
315	245
4014	246
272	247
5730	248
3249	249
6265	250
4102	251
2289	252
3260	253
4531	254
8907	255
2330	256
1786	257
41	258
9051	259
889	260
130	261
5213	262
3499	263
5493	264
287	265
1590	266
1440	267
822	268
2421	269
1237	270
3228	271
4661	272
3073	273
8172	274
1653	275
3775	276
2759	277
1363	278
2394	279
6012	280
2870	281
7620	282
6001	283
1788	284
6699	285
7482	286
2661	287
3294	288
3992	289
6097	290
3806	291
761	292
5072	293
466	294
2296	295
55	296
3013	297
3411	298
7756	299
7732	300
1316	301
6061	302
1114	303
5373	304
8141	305
5293	306
6314	307
7921	308
387	309
235	310
3349	311
1542	312
8989	313
2371	314
2697	315
2836	316
7358	317
4086	318
9041	319
283	320
3415	321
5471	322
1843	323
6053	324
6806	325
7459	326
5821	327
4073	328
4546	329
3040	330
57	331
5282	332
7099	333
5681	334
7965	335
4508	336
6022	337
4627	338
6598	339
8308	340
306	341
6667	342
5888	343
3653	344
8657	345
2030	346
48	347
1793	348
2484	349
625	350
638	351
6409	352
7905	353
7470	354
5588	355
2961	356
2258	357
5309	358
1483	359
7488	360
6975	361
5026	362
6296	363
7101	364
7012	365
7661	366
51	367
2078	368
7100	369
945	370
8731	371
4910	372
3085	373
4578	374
4009	375
6589	376
488	377
5320	378
3083	379
44	380
7578	381
7567	382
1364	383
3485	384
8649	385
7623	386
5304	387
8629	388
2403	389
31	390
5412	391
114	392
3247	393
5380	394
2412	395
1255	396
3620	397
8132	398
4510	399
7306	400
4294	401
5882	402
7660	403
7360	404
1252	405
2600	406
3153	407
5357	408
2171	409
2305	410
7010	411
1608	412
8740	413
3337	414
3451	415
7838	416
4242	417
4794	418
1172	419
741	420
7480	421
7770	422
5449	423
1398	424
7595	425
7582	426
3339	427
6078	428
8787	429
7819	430
3250	431
8890	432
2442	433
1351	434
12	435
6544	436
3556	437
8885	438
540	439
245	440
7745	441
8117	442
345	443
4573	444
2119	445
3204	446
283	447
836	448
7178	449
8846	450
324	451
4782	452
1212	453
6066	454
2673	455
2892	456
4922	457
7395	458
1062	459
3105	460
4860	461
3343	462
398	463
4166	464
7915	465
5381	466
7749	467
8856	468
3355	469
4509	470
5929	471
6530	472
8219	473
6669	474
1377	475
3478	476
8107	477
7753	478
8029	479
1804	480
3914	481
1399	482
6300	483
6277	484
3972	485
7983	486
7512	487
2820	488
7369	489
7934	490
4275	491
8092	492
1620	493
8687	494
359	495
4896	496
442	497
1740	498
441	499
3277	500
89	501
8434	502
4676	503
5098	504
6804	505
4722	506
225	507
440	508
3862	509
204	510
6350	511
6238	512
6272	513
1015	514
6359	515
8801	516
2576	517
4237	518
455	519
2471	520
8554	521
3641	522
1485	523
3559	524
8282	525
7780	526
4173	527
7987	528
8093	529
4107	530
3742	531
4345	532
7205	533
2659	534
4515	535
6782	536
4892	537
6338	538
677	539
6446	540
3084	541
6819	542
8673	543
3577	544
6189	545
403	546
5825	547
750	548
4156	549
2213	550
2292	551
2567	552
5279	553
344	554
62	555
628	556
513	557
3990	558
8670	559
5983	560
348	561
1630	562
8056	563
4108	564
7951	565
726	566
397	567
2909	568
7958	569
250	570
462	571
7429	572
5790	573
5429	574
7119	575
6807	576
2408	577
8508	578
1860	579
360	580
7207	581
5074	582
2564	583
6597	584
5949	585
8096	586
93	587
2632	588
306	589
464	590
4212	591
3549	592
386	593
6221	594
8975	595
6453	596
3489	597
8324	598
2017	599
5014	600
7005	601
2586	602
4487	603
941	604
8655	605
2634	606
5592	607
8	608
2769	609
3159	610
5649	611
2748	612
1821	613
4861	614
2493	615
7467	616
2817	617
501	618
447	619
736	620
1476	621
8470	622
3098	623
7127	624
3109	625
7098	626
5276	627
7417	628
3880	629
7511	630
6379	631
744	632
7824	633
8461	634
4004	635
5614	636
5739	637
2560	638
1681	639
6559	640
7729	641
234	642
7	643
2571	644
3740	645
3193	646
802	647
71	648
7195	649
2027	650
2907	651
3607	652
3831	653
3351	654
2042	655
605	656
6088	657
1967	658
2273	659
658	660
