12	4152	2
8039	3808	14
16	8297	6
414	5347	13
2608	2877	13
35764	6221	1
665	5996	14
1112	2804	18
41472	1145	15
101	8735	21
128	9489	4
1127	4976	4
9	770	10
677	2322	7
7100	4953	3
422	250	4
1051	8646	0
2156	6877	2
388	1218	4
101	4188	4
315	162	1
11686	3998	7
102	3603	16
28129	2092	10
7	3126	0
620	503	5
15982	1287	0
141	7039	13
518	1991	17
13282	4745	10
23990	9310	6
1141	8120	0
2356	850	6
13495	702	13
9159	908	22
1455	8052	12
14	3574	19
200	6430	11
38139	8460	11
203	3817	6
18593	4073	1
6950	4922	8
103	9809	6
410	9860	7
107	1071	12
140	881	6
246	9127	7
944	3095	5
153	8582	9
1101	5251	2
1963	9444	6
29508	1378	6
102	8961	9
106	3862	13
24558	4622	2
2982	799	18
103	6637	11
598	7341	1
159	1300	0
14	5707	5
20777	6507	9
952	4147	6
1202	8713	18
2	1258	2
123	1558	12
11055	9172	10
30512	7468	11
9027	2788	6
2050	7534	4
26814	1298	20
1222	9875	0
21917	5313	9
43589	4266	6
938	3541	7
25722	8814	42
431	9010	12
347	3296	27
223	1254	3
10600	732	7
730	4196	15
2913	2132	9
32909	5051	3
9916	3938	8
35859	5488	8
14	2058	22
111	8588	7
42234	8147	3
432	9774	8
4740	1407	4
15072	3978	3
165	6464	10
12	6572	2
29171	7357	18
9	5557	7
1877	2113	22
13014	8153	15
615	6022	3
148	2681	5
4888	3417	7
43421	4959	9
109	5044	5
272	915	1
13366	8681	14
37642	3104	18
21286	2333	2
102	6913	3
466	1129	0
107	7161	6
103	9444	3
2704	9965	0
264	9551	15
35784	8038	32
240	9777	3
12	5572	7
3070	5173	0
3775	2243	2
1686	9212	1
229	785	0
335	7004	17
107	8057	2
14	8128	14
1368	616	5
104	9948	9
30418	6170	15
1742	7431	0
648	2441	9
41110	9395	9
11257	3322	4
247	950	13
1410	7880	1
111	233	16
190	6811	4
6164	9101	4
18157	6890	5
1170	2710	18
4962	7836	27
1226	6826	2
19172	5387	3
33154	9745	4
7295	1638	6
3148	3807	0
8547	2262	11
101	9189	2
40445	4165	1
1128	8365	4
12	2698	4
2498	9485	1
102	9378	5
1581	1219	0
109	8113	14
14	8007	12
20309	5994	0
32977	6522	12
10292	9716	2
117	4489	15
5804	4059	8
1607	378	5
17427	266	5
101	1089	7
102	1224	2
105	8689	15
12	5645	3
8071	721	5
12	9416	4
102	3374	7
109	4221	1
32817	2875	16
6290	2416	11
36705	7716	20
33507	561	15
108	2320	0
14	6634	4
14	1161	11
27942	9998	18
44167	5435	10
8884	8820	0
306	2857	8
13077	5312	0
17	8919	7
2077	4554	5
111	6274	9
280	1823	17
3902	3244	3
3456	8177	1
323	6796	4
133	2110	1
1777	5757	5
13678	9125	9
1869	7174	23
108	1725	0
176	8925	2
7681	2475	21
166	3016	3
9456	7770	6
18241	8357	8
405	474	3
2090	931	7
144	4326	7
486	939	33
34561	1882	1
42901	2751	0
30699	6285	9
14	7874	11
2279	7983	0
2617	505	3
4352	3322	1
24396	1541	1
23365	7979	0
23510	8030	0
12	622	4
8666	7598	7
162	6001	10
3459	926	12
1492	9134	11
2137	5313	15
101	6596	5
8793	8334	0
1398	8940	16
110	1024	7
346	1612	5
2	5063	3
385	4379	9
11903	3532	6
14	4942	6
36857	7253	8
19715	3459	6
22984	5548	2
43314	9093	15
655	2611	11
333	7356	18
6940	4453	8
14	5925	26
25949	9783	5
31251	9855	15
110	5517	27
1528	8589	3
27371	6123	2
5340	4227	0
612	2333	28
120	7031	5
101	7242	5
10973	9088	16
14	806	6
9699	1466	2
152	8447	1
1437	655	3
32236	186	8
799	1102	2
23127	5563	3
12	9838	11
5623	6726	6
9893	3315	1
26321	9507	3
10956	2030	10
972	9314	1
1217	5509	0
1425	2169	0
12098	4281	2
943	1698	11
14563	7940	7
12	7913	3
18199	5513	14
1463	8155	9
3236	9056	0
104	8478	10
11949	7164	8
291	2153	0
1614	106	9
17681	9838	3
5237	1689	7
16107	1502	0
2	9318	8
2652	3941	0
14	9902	27
15341	703	0
4667	3676	16
101	7783	9
126	6787	8
647	1706	3
12628	9205	10
22497	7529	0
2712	3262	18
10101	3713	17
27609	5224	3
175	4021	2
18247	1920	20
1300	3638	5
1215	1935	2
28703	882	9
31858	7430	3
3127	6868	9
33084	4187	3
342	1838	6
42182	5370	5
34246	5868	4
18536	4272	0
14	3207	7
295	8354	19
10513	1595	9
7528	4383	3
233	559	4
42196	777	9
852	7584	22
130	5129	2
780	8587	2
209	4782	6
113	747	9
355	278	24
2330	1849	14
4519	949	5
389	8188	13
4891	2844	5
3305	8493	8
644	4570	12
23657	8175	0
208	3322	19
7	6759	0
14	8194	7
1920	9854	20
2009	6361	15
3073	5368	5
1164	5586	11
135	9168	1
15595	946	5
18672	4263	0
5363	1977	2
9354	6445	1
12	6185	5
171	4850	22
1049	4382	21
2444	8548	4
22707	9294	4
17	1179	11
9	6459	15
41417	2516	13
118	5726	10
22100	1582	3
30169	8357	26
105	7283	4
5408	9775	11
2864	5123	12
351	2593	1
1123	4401	4
31884	7491	3
12	1735	6
19429	9002	6
2472	3794	23
14	1196	12
7149	3257	6
15449	8504	9
1391	1280	33
36996	5900	17
108	1821	0
43799	1917	14
399	7913	9
34680	5389	4
235	3302	9
38746	3191	11
14242	1067	4
122	5622	9
617	7145	1
29116	7156	12
889	1216	20
1142	4138	5
288	3206	4
334	1784	9
126	7113	4
14	65	6
6230	8380	3
236	8099	6
2476	6143	11
447	5692	2
11645	8524	6
3217	2255	8
8539	6632	0
28451	2636	15
142	7328	11
12	6279	1
117	608	2
29257	4683	7
115	9775	3
101	3623	27
3418	1001	21
1910	6184	9
9468	2896	16
1716	7932	10
4494	5646	3
44252	9002	24
158	917	7
43087	8857	22
34733	287	21
102	5698	5
23929	7593	16
1026	5247	4
514	1843	10
349	2692	3
36401	561	3
7	8868	0
26403	8575	7
129	6029	6
149	7449	4
44724	3239	4
14	3367	7
2034	3147	14
19260	9991	8
188	5747	4
227	9587	5
344	9216	8
13950	8362	6
136	474	10
12475	5570	7
6788	7686	2
10664	101	3
101	5954	6
2637	2556	0
471	2986	1
1219	7216	4
39956	9415	4
125	9707	24
1001	5473	5
122	9915	28
4059	712	13
2790	9573	19
14	8384	25
351	3458	13
14	171	10
1416	1095	4
1824	4078	4
1284	9867	4
297	9150	0
31842	7725	21
14	9061	7
12039	574	15
7	9709	0
4436	4508	13
226	9575	32
38903	8195	12
37111	2893	20
23590	8096	0
3990	8755	3
118	2717	5
104	9520	10
38764	5428	1
1251	4302	4
14	9672	15
18416	4213	0
2677	7380	0
12	2406	7
102	3553	12
110	6604	24
2	769	7
16618	4993	11
706	9251	1
14	8610	7
341	8421	3
480	4123	1
9584	2165	2
128	5444	1
102	6151	12
6297	5646	9
6	8611	8
28103	7747	16
508	1989	8
3187	6364	14
23293	1998	4
102	6369	1
8678	6214	6
547	2543	21
1866	1614	13
1723	2406	0
16	8408	9
11713	5115	12
42599	8206	20
36029	678	15
4327	5161	11
1091	5729	12
12	5347	5
634	3309	4
1492	40	15
123	7288	11
118	4625	5
101	7170	12
176	4532	4
32216	4374	4
247	479	9
1003	745	6
7	5226	0
1227	8224	8
101	5604	9
14	425	15
14	3398	8
19925	5738	2
2323	5295	4
9	5582	34
9728	9048	9
110	9957	9
993	2611	1
38198	8496	10
7635	3182	4
460	6585	17
103	8394	3
38018	8164	2
19299	7978	5
102	6694	1
607	4600	7
9019	9494	0
265	5485	6
12	6511	8
7	2602	7
30170	3404	11
791	6299	25
1162	2305	11
38470	2616	6
189	123	9
105	2707	11
19466	7140	13
14	1063	15
594	7691	6
9979	5857	6
36660	6486	6
1076	6032	2
29986	649	27
1146	1601	1
680	9528	9
13947	6081	7
1362	6628	17
31166	1954	2
101	8879	14
4344	9091	4
109	2034	5
11123	5345	1
16515	2582	0
28895	7363	11
1934	7538	2
145	6792	7
3631	2766	8
755	4884	6
12	5613	1
3693	9924	2
1558	6174	14
8	5138	8
7800	4215	4
103	4261	10
102	834	8
2	1667	6
378	6412	10
10587	4376	16
32142	8236	3
340	6638	4
27612	676	11
101	1029	15
111	4740	14
26062	3094	4
14	6022	11
35949	2142	8
174	1234	9
3599	8397	11
148	816	16
2227	5611	4
14	9382	16
13893	8264	8
6256	9957	12
14	6666	6
30885	3728	14
211	9698	6
29445	1845	19
344	1987	16
38766	9055	3
101	7563	10
601	8928	9
181	1801	4
34848	5250	5
106	1753	14
177	4594	2
112	8298	1
36121	8000	7
5530	601	2
42541	2123	25
4939	3152	14
17895	5718	1
293	3815	20
2161	9276	9
14	3500	4
489	9098	3
7014	2801	17
607	5496	3
937	1783	24
207	2107	22
1059	2058	0
42343	5701	17
1698	7612	1
44870	7535	5
31813	3441	18
1614	1679	8
211	5926	21
694	9508	7
14	5574	9
14	6441	14
143	7937	8
310	6095	8
1197	1795	12
230	4625	12
900	4940	3
14	2030	11
2560	9239	0
101	9327	8
10560	9329	21
33514	7651	13
4375	3198	12
38817	4143	7
7	5330	0
3146	909	5
22942	808	5
44712	2510	5
417	7449	1
101	2396	12
1639	5937	10
6393	2049	4
26958	5883	28
39801	9881	3
3709	7196	6
38459	7897	18
912	3558	16
12	7705	10
6404	4155	18
101	7641	6
4336	5519	10
20173	8588	2
120	428	23
10615	6546	32
9	1538	7
156	8806	17
144	3217	9
3445	4037	11
337	7101	3
1607	1573	1
390	6496	8
14	273	15
3062	3827	1
9979	9243	3
26689	4581	13
38311	9323	6
3866	3499	21
12761	7439	5
101	3505	6
2765	9409	2
21	1295	7
1277	2311	1
109	9165	8
41615	9949	19
42157	8535	9
32241	2550	12
14	4252	19
14	8793	20
14	9623	22
5413	5750	0
14	1532	5
425	4897	0
4223	642	4
916	7812	3
3245	9740	0
2523	9370	10
607	7464	2
115	2365	10
496	737	11
14	406	13
14	6100	7
14	2743	8
954	3776	7
661	8137	21
650	3289	1
474	9629	4
1298	9420	4
28998	2737	12
1276	4579	6
14567	24	0
23453	6060	18
12676	3338	1
4347	370	8
30595	1838	16
564	913	3
9	8814	18
14352	8179	6
12	7221	18
1849	6433	13
320	5683	1
18025	2994	31
253	1050	8
26038	5994	5
7	2239	11
4463	8008	9
126	5210	18
14	3639	12
199	5083	1
14	2553	14
1134	297	1
14	1302	9
2622	3731	5
5099	4730	4
140	2101	22
119	4199	13
12	5461	1
251	6076	3
12	464	11
26980	1987	4
36824	1728	3
6	7549	11
27998	6002	1
9762	7669	15
14	3349	16
103	4826	10
678	9331	8
419	3831	11
3263	5082	12
153	235	5
34127	2390	6
111	8441	9
7173	3258	15
343	278	21
10084	1051	7
123	8704	7
742	634	6
9592	3987	2
5846	5791	1
35588	3134	16
378	7933	10
626	4365	6
8	7913	19
2516	2470	5
11574	5470	1
14	1715	23
2771	8904	9
1008	5997	3
713	1514	13
18263	4098	0
609	8544	0
25549	9377	1
119	939	7
2582	2315	4
508	7644	4
143	8121	8
284	4641	2
8	6561	7
22040	8470	2
1108	5526	17
14	9596	14
692	467	6
20508	9050	7
4591	1839	17
22068	7851	6
2725	2327	2
271	1689	1
12	5017	6
5313	8954	7
9	7324	38
542	5705	4
187	6990	1
29200	2616	11
7353	9746	15
509	2323	9
14	4694	6
332	7617	0
102	8091	2
107	7588	7
1281	2250	7
5926	4007	13
105	385	13
254	5467	5
1757	5516	13
14	5692	14
264	8951	18
2590	511	2
27000	6554	7
190	335	6
247	8	2
101	9974	5
103	6066	7
1689	2403	18
9503	1527	13
12	6206	21
5311	6837	3
218	2899	0
