109	136	9	29.05
2856	14	6	31.74
2874	167	5	66.04
1622	511	3	38.73
57	261	5	37.65
441	1038	10	148.4
101	692	4	8.26
102	1989	4	20.64
313	121	6	38.17
857	102	3	7.73
224	12	28	86.35
12	272	8	8.96
2980	101	3	13.16
9	101	54	32.32
1338	158	3	29.02
1143	918	6	91.39
179	178	5	32.83
324	225	3	23.2
7	109	66	204.12
1123	101	3	6.99
103	3251	5	47.94
1107	101	4	11.65
1803	103	4	26.07
4370	14	3	11.52
1935	126	4	38.63
5989	14	3	15.87
272	206	3	21.34
327	352	5	49.32
103	840	5	26.28
127	249	4	21.48
12	2769	4	18.07
291	330	3	25.11
147	155	6	36.53
703	129	4	31.61
182	12	11	8.86
1639	14	10	52.9
296	101	6	7.91
3485	14	5	26.45
679	14	21	97.82
102	614	5	15.23
102	816	4	12.18
733	114	4	25.76
1323	367	3	35.5
1276	105	5	33.32
1136	4023	3	51.4
748	131	3	22.66
3282	14	5	26.45
5662	14	3	15.87
204	5	6	49.14
315	214	3	22.53
3010	14	5	21.19
3317	14	5	26.45
102	3741	3	17.03
2109	1611	3	47.65
1007	14	14	62.31
400	101	4	4.81
5811	14	3	15.87
5755	113	3	34.63
58	144	3	21.44
116	328	24	222.56
1330	300	6	78.76
2731	105	3	22.04
250	139	5	34.52
987	1257	3	40.97
474	625	3	32.2
598	117	3	17.41
1384	360	3	35.2
1644	1502	4	63.75
523	523	3	31.88
102	408	4	7.51
639	161	5	46.47
496	111	3	14.7
1236	14	11	47.33
1063	9	3	16.12
102	1505	3	11.1
101	202	6	4.01
101	153	8	4.47
7	1861	9	84.3
12	917	8	28.33
101	1478	3	8.88
194	271	3	20.71
325	107	7	33.63
393	110	4	17.94
1927	14	8	36.19
2043	14	5	16.31
3376	103	3	22.06
1002	281	5	58.75
660	110	3	14.67
12	1941	3	8.2
514	110	3	13.3
3842	183	3	36.96
2566	105	3	20.81
254	2954	4	54.33
12	611	7	16.56
103	207	3	4.45
5732	14	3	15.87
4798	14	3	11.52
112	320	3	11.94
599	14	22	94.68
9	16	5	9.95
133	12	24	27.34
103	758	5	25.16
153	102	12	20.77
2962	102	4	24.02
988	102	3	8.75
279	105	28	206.49
8	978	3	15.32
3437	14	5	26.45
381	195	3	22.88
104	1356	7	54.15
992	101	4	11.11
109	165	3	5.56
3539	14	5	26.45
1841	14	6	20.72
457	2924	3	42.03
114	198	6	26.35
2	233	4	8.44
102	3284	3	17.03
12	494	4	3.96
4322	14	4	21.16
822	3247	4	67.07
114	5764	3	34.88
752	14	17	70.09
3710	14	4	16.3
313	210	11	113.32
144	6064	3	41.68
2411	766	4	61.62
864	608	3	35.54
985	203	3	29.21
1262	126	4	34.96
101	748	3	5.13
101	815	4	9.32
894	110	7	52.08
412	127	30	350.71
555	166	4	34.19
154	222	8	63.27
236	604	4	39.49
247	110	8	39.43
579	335	11	142.64
114	226	15	101.95
12	4086	3	14.74
12	1420	6	23.58
3094	121	3	30.59
131	183	5	27.29
104	370	9	47.78
182	389	3	22.58
119	120	3	4.85
2	401	6	23.66
3368	113	4	41.18
2070	14	7	31.15
102	1146	6	28.56
192	115	4	14.7
241	9	3	7.39
2456	12	3	9.93
112	157	28	193.21
103	106	40	77.53
115	334	5	27.41
637	102	3	6.19
348	109	5	22.62
6951	14	3	15.87
4707	14	4	21.16
105	1407	5	34.33
1337	14	11	51.46
6070	104	3	30.15
452	1061	3	35.34
125	156	4	16.4
809	4934	3	49.04
2625	12	3	11.09
152	2	7	14.11
2880	105	3	22.04
8	1435	3	17.81
107	271	11	58.96
12	1016	3	4.8
904	14	18	95.24
292	1714	3	35.94
269	5662	3	46.84
6716	14	3	15.87
360	904	3	32.48
348	12	13	31.6
287	253	3	23.3
482	102	5	12.79
278	166	4	28.38
6960	14	3	15.87
365	243	35	523.95
308	175	3	20.63
153	5703	3	42.34
106	5709	3	30.78
4699	14	4	21.16
1581	12	3	7.53
107	274	3	8.26
313	161	3	19.93
3012	149	3	33.79
2279	12	3	9.93
123	110	5	6.88
12	395	11	26.2
1017	370	5	62.04
2	261	5	13.6
2815	14	4	13.82
341	101	5	6.27
1261	101	4	12.88
3863	2013	3	55.37
2663	300	5	73.98
190	102	6	6.46
7	289	51	456.24
106	154	3	4.11
3772	14	5	26.45
106	203	3	5.92
1062	101	3	6.99
103	6934	3	28.76
7313	14	3	15.87
101	930	4	10.61
12	142	51	152.33
12	215	7	3.87
3714	106	3	24.08
234	279	3	22.7
759	14	15	55.12
2747	14	6	31.74
577	2392	3	42.06
125	1792	4	38.6
6321	14	3	15.87
126	101	26	32.69
1211	488	13	225
2716	14	5	21.19
12	1572	3	7.53
7	187	78	656.59
179	248	3	19.41
1450	107	4	27.21
115	985	3	19.9
1424	114	3	22.04
5897	579	3	51.61
317	1166	3	33.21
1683	106	3	18.65
102	798	3	7.44
485	14	27	115.88
102	732	5	16.55
374	277	3	25.77
217	359	4	33.83
12	557	5	7.58
973	121	6	53.55
115	1642	4	33.61
291	209	4	31.67
113	12	50	41.53
105	484	4	16.68
101	256	5	4.17
581	164	23	308.69
122	363	33	371.53
1063	14	12	48.92
2925	14	6	31.74
1384	101	3	8.33
193	14	91	482.13
3354	14	5	26.45
557	273	4	39.72
1092	14	15	79.36
204	103	4	7.68
108	461	16	126.22
559	12	5	7.58
102	426	3	4.45
135	114	3	6.01
3074	191	3	35.76
6617	14	3	15.87
4145	14	4	21.16
215	9	3	6.63
102	1194	3	9.56
105	114	10	11.99
105	179	3	4.57
4190	123	4	50.06
2	3345	3	21.41
1070	112	6	48.56
275	681	3	29.15
1253	439	3	36.12
3872	121	3	32.82
12	987	3	4.8
850	149	4	36.63
2698	7344	3	62.13
362	12	9	16.2
1478	12	3	6.94
6653	214	3	45.18
473	2818	4	59.88
168	1300	3	28.84
629	12	5	8.58
12	629	4	5.32
571	155	3	23.65
533	102	5	13.74
189	119	3	10.85
1709	12	4	12.58
12	2077	3	8.99
542	255	3	27.48
579	1007	4	50.99
102	2708	4	24.02
596	14	24	113.19
1409	8	4	25.63
7	216	17	80.12
367	4079	3	44.49
288	101	5	5.04
120	539	17	172.76
102	931	4	13.53
139	155	8	52.42
5848	109	3	32.18
2	549	8	41.83
291	386	10	114.45
12	171	10	5.78
1677	103	5	34.16
120	1299	4	33.69
276	216	3	21.92
4394	14	4	21.16
101	644	4	7.94
102	2081	3	13.29
1454	115	4	32.65
3691	14	5	26.45
3545	14	4	16.3
102	726	5	16.55
355	107	3	9.71
7	423	34	303.71
109	278	6	26.71
101	797	5	13.89
746	14	18	78.46
5010	113	3	30.13
291	219	3	22.42
238	238	14	150.22
6206	14	3	15.87
160	122	3	9.94
194	1628	3	31.94
105	758	3	13.33
117	136	3	6.98
143	102	35	125.47
12	188	11	9.68
110	102	23	8.54
490	5276	3	50.74
1206	12	3	5.53
12	1462	3	6.94
2596	9	3	22.72
7111	14	3	15.87
530	14	29	153.47
876	101	4	10.15
2501	14	7	37.03
351	1231	3	34.51
1049	14	16	84.66
12	5435	3	19.16
107	575	9	59.38
4812	14	4	21.16
173	1670	4	44.27
536	1049	6	81.85
1302	113	9	87.98
218	113	46	439.61
2131	14	6	23.04
1111	1111	6	92.21
102	141	60	288.9
506	101	4	6.36
388	416	5	53.44
149	190	12	98.45
405	102	11	42.84
176	185	3	16.87
545	607	11	157.92
862	107	3	14.76
640	161	4	35.17
1041	246	3	30.8
111	657	3	16.28
253	724	4	41.12
114	304	3	12.35
1304	103	5	30.75
111	2551	6	62.75
2	1470	4	23.18
382	1466	3	36.25
1037	14	14	62.31
114	492	3	15.34
834	1335	3	40.38
342	1476	7	98.87
4688	14	4	21.16
172	115	3	8.65
102	3637	3	17.03
2318	14	7	37.03
5696	14	3	15.87
2370	122	3	27.85
713	14	22	116.41
1638	14	9	41.26
2519	9	5	43.33
1056	12	3	5.15
7	2538	6	50.46
198	102	12	27.36
7	6929	3	28.09
4269	14	4	21.16
889	3681	3	47.5
667	103	7	38.44
2795	14	3	7.99
680	14	18	71.89
1494	882	3	41.34
654	548	3	33.31
2527	14	6	26.15
473	1563	6	86.54
290	383	6	61.12
409	106	3	10.36
12	961	3	4.49
250	221	3	21.46
2736	14	6	31.74
273	104	3	7.36
7256	14	3	15.87
101	272	7	10.16
1351	102	4	16.61
235	102	6	9.49
101	198	7	5.45
12	868	3	4.19
102	239	9	20.96
6081	14	3	15.87
1487	14	10	46.35
2506	264	3	37.18
135	102	10	9.98
736	166	3	25.32
108	343	4	16.09
105	102	52	47.49
12	692	5	9.35
122	242	35	352.53
3820	14	4	16.3
4955	9	4	41.34
5139	160	3	42.55
166	14	107	526.92
6508	14	3	15.87
117	180	3	9.43
6870	14	3	15.87
1646	1178	4	61.42
206	106	3	6.05
62	199	8	64.67
210	724	16	216.78
331	14	46	233.98
4537	14	3	11.52
378	1202	9	130.68
108	1028	3	16.83
953	14	14	58.67
5865	14	3	15.87
258	542	4	39.3
674	196	6	62.25
388	464	3	29.4
296	14	43	177.75
240	186	4	28.49
4154	14	3	11.52
285	103	11	51.21
359	267	10	110.82
7062	105	3	30.32
17	2	8	7.92
12	1583	3	7.53
169	141	3	14.23
2699	479	4	59.88
198	2493	4	49.44
122	630	3	19.14
234	264	4	32.25
905	14	12	41.46
599	101	3	4.05
473	4416	3	46.04
4796	227	4	60.85
531	358	3	29.42
113	107	9	10.67
1540	145	5	54.55
12	560	4	4.59
104	133	55	344.15
480	126	7	55.77
2958	14	6	31.74
4706	14	4	21.16
102	795	3	7.44
1842	105	6	49.24
638	164	7	70.15
180	102	34	143.11
3494	14	5	26.45
712	103	4	17.79
138	6430	3	41.37
4484	4561	3	61.45
7038	14	3	15.87
103	460	11	63.89
103	6663	3	28.76
1545	14	10	46.35
118	294	4	20.79
211	102	5	5.17
12	867	3	4.19
101	577	3	3.86
4066	116	4	47.7
7	1974	3	17.59
12	748	4	6.52
122	172	46	438.51
112	322	8	48.28
1805	14	8	36.19
7127	14	3	15.87
101	1345	3	8.33
110	638	8	55.72
274	155	3	19.03
174	125	9	54.07
345	819	3	31.84
1693	694	3	40.42
3680	14	5	26.45
3538	14	5	26.45
102	587	4	10.11
12	662	4	5.59
4945	14	4	21.16
101	562	5	10.91
357	14	29	101.27
101	494	5	9.63
290	249	9	91.28
116	160	10	51.65
4189	14	3	11.52
7108	14	3	15.87
775	277	3	30.16
1516	113	3	21.78
2854	1364	3	48.64
102	333	6	13.3
12	3530	3	12.59
371	190	5	43.22
164	464	6	54.62
622	2165	3	41.52
102	634	3	6.19
696	102	4	11.06
1625	102	3	11.74
102	784	6	23.48
569	12	4	4.82
1075	103	3	13.95
2972	113	3	26.33
1549	104	3	17.37
346	184	13	136.67
665	102	3	6.41
135	1662	9	115.79
479	1036	3	35.1
4705	224	4	60.74
7374	123	3	37.53
422	296	4	38.18
101	2132	3	11.01
1722	111	5	44.72
6655	14	3	15.87
1568	861	3	41.66
1895	14	8	36.19
17	212	3	12.5
367	1202	4	48.67
12	3789	3	12.59
5884	14	3	15.87
4886	14	4	21.16
171	1853	4	45.29
102	886	3	8.05
1566	540	3	38.95
1982	256	4	51.02
102	964	4	13.53
1754	122	3	25.96
458	743	4	46.81
180	7158	3	43.5
370	12	5	4.54
230	107	3	7.37
101	2254	3	11.97
5949	14	3	15.87
101	693	4	8.26
619	626	3	33.77
1229	14	11	47.33
12	529	6	10.67
12	589	5	8.23
1419	121	5	47.09
147	107	3	3.99
2	276	4	9.61
492	102	5	13.09
595	614	4	47.33
2994	14	5	21.19
4252	14	3	11.52
214	102	8	14.66
748	114	5	35.2
185	102	27	101.96
102	1600	3	11.74
2813	14	5	21.19
4283	14	4	21.16
103	485	7	33.93
3501	14	5	26.45
112	226	18	126.51
12	2424	3	9.93
4601	2385	4	82.07
454	14	25	96.92
1289	12	3	5.95
952	12	6	17.16
102	457	8	27.58
108	295	10	56.34
1210	121	5	44.93
1138	101	3	7.39
4386	14	4	21.16
2007	101	3	11.01
1404	14	12	63.49
736	103	4	17.79
194	394	3	23.04
4946	14	4	21.16
1868	14	9	47.61
121	268	3	13.92
872	102	3	8.05
112	198	4	13.7
477	190	3	24.2
2390	428	5	75.23
105	165	4	7.3
359	3387	3	41.96
105	348	3	8.81
1554	103	3	16
5822	164	3	42.65
105	2789	3	22.04
204	282	3	21.49
407	139	3	20.7
108	447	4	18.52
6214	14	3	15.87
204	739	5	51.61
114	320	4	18.91
3840	183	3	36.96
154	316	7	58.73
668	164	18	231.43
565	493	4	45.15
104	211	4	9.63
332	271	4	35.52
3261	246	3	39.5
5761	14	3	15.87
453	101	4	5.72
4625	14	4	21.16
119	517	3	17.46
3391	14	5	26.45
4893	14	4	21.16
291	448	3	27.12
1273	14	10	39.3
281	14	45	184.35
12	112	36	13.25
2971	114	3	26.58
1374	102	3	10.54
12	185	9	5.03
101	886	4	10.15
202	408	3	23.86
309	106	3	8.53
417	102	9	31.62
102	7131	3	23.68
558	101	4	6.84
115	664	4	25.52
114	576	4	24
114	456	5	30.25
2378	362	3	39.13
12	356	5	4.2
1117	676	3	37.63
257	129	5	31.28
480	125	3	18.38
2	8	30	37.16
4874	14	4	21.16
216	214	3	20.06
1353	14	9	34.56
498	105	3	10.97
7	379	33	272.74
154	190	3	16.17
7	199	76	650
820	121	4	30.26
103	3271	3	22.06
108	654	3	14.26
139	189	14	116.62
3311	14	5	26.45
164	605	3	24.34
2354	14	6	26.15
153	103	7	15.54
484	279	3	27.16
12	305	8	10.38
12	237	7	5
234	265	4	32.25
1600	736	4	57.31
234	134	14	122.41
12	107	104	110.74
522	1053	4	50.97
671	225	12	152.19
120	1179	3	22.76
562	129	3	20.53
5713	102	3	23.68
584	133	21	259.12
1666	14	10	52.9
571	189	3	25.27
122	122	4	9.17
2823	14	4	13.82
716	14	21	103.13
411	1084	3	34.62
155	122	4	15.32
1096	104	5	31.3
544	107	4	18.85
8	215	4	10.44
102	2920	3	15.48
880	2563	3	44.67
7177	14	3	15.87
125	154	6	29.21
283	416	4	37.87
2563	14	4	12.04
7142	14	3	15.87
102	1382	3	10.54
2532	14	7	37.03
148	394	5	40.12
3228	12	3	12.59
455	107	3	11.39
12	1019	4	8.55
12	915	4	8.08
142	131	3	11.32
102	1551	3	11.1
446	1197	3	35.61
1052	121	6	54.53
135	1206	3	26.13
134	101	27	54.03
517	993	5	65.41
164	463	11	116.04
12	1856	3	8.2
2944	123	3	29.22
194	123	6	31.36
174	110	17	93.4
103	3668	3	22.06
164	313	23	262.38
128	1472	4	37.55
268	268	3	23.27
102	4736	3	19.22
3815	14	5	26.45
774	9	3	14.29
1308	587	3	37.81
12	831	4	7.24
101	561	3	3.86
682	102	3	6.65
102	1860	3	12.46
1100	14	4	5.38
2028	14	4	10.66
233	4085	4	61.45
4753	14	3	11.52
392	184	16	182.53
3381	14	5	26.45
114	482	4	22.57
711	102	6	22.21
106	140	4	6.42
159	274	7	57.14
1758	102	3	12.46
1395	352	3	35.06
1270	103	9	70.35
862	113	3	18.15
1636	101	3	9.49
163	130	3	12.3
4538	14	4	21.16
941	357	3	32.85
